8452;671;-100.0;2022-01-03 08:20:42 -0300
8451;671;-2.0;2022-01-02 16:39:38 -0300
8450;671;-15.0;2022-01-02 16:28:50 -0300
8449;671;-10.0;2022-01-02 14:23:50 -0300
8448;671;-10.0;2022-01-02 13:08:32 -0300
8447;370;-5.0;2022-01-02 10:12:35 -0300
8446;671;-25.0;2022-01-02 09:53:55 -0300
8445;671;-50.0;2022-01-02 09:53:00 -0300
8444;370;-10.0;2022-01-02 09:35:19 -0300
8443;370;-5.0;2022-01-02 09:24:49 -0300
8442;370;-5.0;2022-01-02 09:22:05 -0300
8441;370;-3.0;2022-01-02 09:09:31 -0300
8440;370;-2.0;2022-01-01 11:59:45 -0300
8439;671;-5.0;2022-01-01 09:25:42 -0300
8438;671;-2.0;2022-01-01 09:21:14 -0300
8437;671;-10.0;2022-01-01 09:18:23 -0300
8435;671;-2.0;2021-12-31 11:05:22 -0300
8434;671;-2.0;2021-12-31 11:03:06 -0300
8433;671;-2.0;2021-12-31 11:02:17 -0300
8432;671;-25.0;2021-12-31 10:35:58 -0300
8430;671;-10.0;2021-12-31 08:32:23 -0300
8429;671;-300.0;2021-12-31 06:26:08 -0300
8428;370;-5.0;2021-12-31 03:38:28 -0300
8427;370;-2.0;2021-12-31 03:11:08 -0300
8426;370;-3.0;2021-12-31 02:44:45 -0300
8425;671;-10.0;2021-12-30 20:11:29 -0300
8424;671;-50.0;2021-12-30 13:12:28 -0300
8423;370;-2.0;2021-12-30 08:30:03 -0300
8422;370;-3.0;2021-12-29 23:16:05 -0300
8421;671;-33.0;2021-12-29 13:03:03 -0300
8419;431;-50.0;2021-12-29 10:33:28 -0300
8418;671;-50.0;2021-12-29 10:18:44 -0300
8417;671;-25.0;2021-12-29 06:54:40 -0300
8416;671;-50.0;2021-12-28 17:48:13 -0300
8415;671;-3.0;2021-12-28 12:58:31 -0300
8414;671;-25.0;2021-12-28 08:24:59 -0300
8413;671;-100.0;2021-12-28 07:05:06 -0300
8412;671;-30.0;2021-12-28 06:39:29 -0300
8411;671;-50.0;2021-12-27 18:02:06 -0300
8410;671;-20.0;2021-12-26 13:31:08 -0300
8409;671;-70.0;2021-12-24 11:20:57 -0300
8408;671;-20.0;2021-12-24 08:51:33 -0300
8407;671;-10.0;2021-12-23 12:46:12 -0300
8406;671;-100.0;2021-12-23 10:03:41 -0300
8405;671;-10.0;2021-12-22 18:48:56 -0300
8404;671;-50.0;2021-12-22 15:57:45 -0300
8402;671;-300.0;2021-12-22 13:54:47 -0300
8401;671;-3.0;2021-12-22 12:59:14 -0300
8400;671;-10.0;2021-12-22 12:56:11 -0300
8399;671;-20.0;2021-12-22 12:44:40 -0300
8398;671;-5.0;2021-12-22 12:33:00 -0300
8397;671;-8.0;2021-12-22 10:34:32 -0300
8396;671;-20.0;2021-12-22 10:30:49 -0300
8395;671;-50.0;2021-12-22 10:19:34 -0300
8394;671;-30.0;2021-12-22 06:45:00 -0300
8393;671;-100.0;2021-12-22 06:19:59 -0300
8392;671;-10.0;2021-12-21 18:52:27 -0300
8391;671;-100.0;2021-12-21 16:41:46 -0300
8390;671;-100.0;2021-12-21 15:54:29 -0300
8389;671;-20.0;2021-12-21 13:12:47 -0300
8388;671;-20.0;2021-12-21 13:11:32 -0300
8387;671;-2.0;2021-12-21 12:55:12 -0300
8386;671;-2.0;2021-12-21 12:54:44 -0300
8385;671;-2.0;2021-12-21 12:54:05 -0300
8384;671;-2.0;2021-12-21 12:53:21 -0300
8383;671;-10.0;2021-12-21 12:26:25 -0300
8382;671;-20.0;2021-12-21 09:38:55 -0300
8381;671;-50.0;2021-12-20 16:04:48 -0300
8380;671;-100.0;2021-12-20 13:50:16 -0300
8378;671;-10.0;2021-12-19 19:49:18 -0300
8377;671;-20.0;2021-12-19 10:27:29 -0300
8376;671;-100.0;2021-12-19 09:01:52 -0300
8375;671;-30.0;2021-12-18 20:14:24 -0300
8374;671;-20.0;2021-12-18 16:20:24 -0300
8373;671;-50.0;2021-12-18 12:07:03 -0300
8371;671;-10.0;2021-12-18 09:34:15 -0300
8370;671;-200.0;2021-12-18 08:53:54 -0300
8369;671;-10.0;2021-12-17 20:19:45 -0300
8368;370;-3.0;2021-12-17 16:48:02 -0300
8367;671;-20.0;2021-12-17 15:47:24 -0300
8334;671;-2.0;2021-12-17 12:31:38 -0300
8332;671;-50.0;2021-12-17 07:55:02 -0300
8331;671;-20.0;2021-12-17 07:51:20 -0300
8330;671;-10.0;2021-12-16 18:30:44 -0300
8329;370;-2.0;2021-12-16 14:39:49 -0300
8328;671;-5.0;2021-12-16 12:44:18 -0300
8327;671;-200.0;2021-12-16 12:36:16 -0300
8326;671;-2.0;2021-12-16 12:33:39 -0300
8325;671;-2.0;2021-12-16 12:33:00 -0300
8324;671;-20.0;2021-12-16 08:19:02 -0300
8323;370;-3.0;2021-12-15 22:08:41 -0300
8322;671;-10.0;2021-12-15 18:10:14 -0300
8321;671;-2.0;2021-12-15 12:53:46 -0300
8320;671;-2.0;2021-12-15 12:52:44 -0300
8319;671;-2.0;2021-12-15 12:44:14 -0300
8318;671;-2.0;2021-12-15 12:43:09 -0300
8317;671;-10.0;2021-12-15 12:22:55 -0300
8316;370;-2.0;2021-12-15 10:39:11 -0300
8315;671;-10.0;2021-12-15 07:02:31 -0300
8314;671;-50.0;2021-12-15 07:01:51 -0300
8313;671;-10.0;2021-12-14 20:05:03 -0300
