6945;732;-6.0;2021-10-24 14:31:01 -0300
6944;732;-5.0;2021-10-24 14:30:15 -0300
6943;732;-5.0;2021-10-24 14:29:07 -0300
6942;732;-5.0;2021-10-24 14:28:07 -0300
6940;671;-61.0;2021-10-24 14:18:58 -0300
6939;732;-8.0;2021-10-24 13:57:46 -0300
6938;730;-5.0;2021-10-24 12:58:41 -0300
6937;732;-20.0;2021-10-24 10:29:53 -0300
6936;370;-5.0;2021-10-24 10:25:05 -0300
6935;732;-5.0;2021-10-24 10:22:48 -0300
6934;732;-5.0;2021-10-24 10:22:10 -0300
6933;732;-5.0;2021-10-24 10:21:28 -0300
6932;732;-5.0;2021-10-24 10:20:06 -0300
6931;732;-5.0;2021-10-24 10:19:07 -0300
6930;732;-2.0;2021-10-24 10:17:22 -0300
6927;732;-5.0;2021-10-24 10:02:16 -0300
6926;737;-2.0;2021-10-24 10:01:23 -0300
6925;737;-2.0;2021-10-24 10:01:07 -0300
6924;737;-2.0;2021-10-24 10:00:48 -0300
6923;737;-2.0;2021-10-24 10:00:33 -0300
6922;732;-7.0;2021-10-24 09:44:46 -0300
6921;732;-7.0;2021-10-24 09:41:13 -0300
6920;671;-50.0;2021-10-24 09:29:05 -0300
6919;732;-10.0;2021-10-24 05:01:21 -0300
6918;732;-5.0;2021-10-24 04:59:59 -0300
6917;732;-5.0;2021-10-24 04:59:05 -0300
6916;732;-5.0;2021-10-24 04:58:03 -0300
6915;732;-5.0;2021-10-24 04:56:10 -0300
6914;732;-5.0;2021-10-24 04:55:34 -0300
6912;732;-7.0;2021-10-24 04:46:36 -0300
6911;732;-15.0;2021-10-24 02:47:56 -0300
6910;732;-4.0;2021-10-24 00:41:46 -0300
6909;732;-4.0;2021-10-24 00:40:51 -0300
6908;732;-15.0;2021-10-24 00:39:52 -0300
6907;370;-3.0;2021-10-23 23:39:50 -0300
6906;370;-2.0;2021-10-23 22:45:07 -0300
6904;370;-5.0;2021-10-23 20:47:24 -0300
6903;732;-10.0;2021-10-23 18:56:32 -0300
6902;732;-10.0;2021-10-23 18:50:29 -0300
6901;730;-5.0;2021-10-23 18:44:42 -0300
6900;732;-30.0;2021-10-23 18:42:06 -0300
6899;732;-10.0;2021-10-23 18:34:23 -0300
6898;730;-2.0;2021-10-23 18:32:39 -0300
6897;732;-10.0;2021-10-23 18:30:16 -0300
6896;730;-2.0;2021-10-23 18:27:38 -0300
6895;730;-15.0;2021-10-23 18:16:51 -0300
6894;730;-10.0;2021-10-23 18:16:03 -0300
6893;730;-2.0;2021-10-23 17:47:06 -0300
6891;732;-7.0;2021-10-23 17:04:04 -0300
6890;732;-6.0;2021-10-23 17:03:06 -0300
6889;732;-10.0;2021-10-23 16:34:08 -0300
6888;732;-10.0;2021-10-23 16:13:42 -0300
6887;730;-5.0;2021-10-23 14:24:11 -0300
6885;730;-2.0;2021-10-23 14:21:55 -0300
6884;732;-2.0;2021-10-23 13:26:03 -0300
6883;732;-2.0;2021-10-23 13:25:42 -0300
6882;732;-2.0;2021-10-23 13:25:00 -0300
6881;732;-2.0;2021-10-23 13:24:13 -0300
6880;732;-2.0;2021-10-23 13:23:15 -0300
6879;732;-2.0;2021-10-23 13:22:21 -0300
6878;732;-2.0;2021-10-23 13:21:27 -0300
6877;732;-2.0;2021-10-23 13:20:27 -0300
6876;730;-2.0;2021-10-23 13:16:44 -0300
6873;671;-50.0;2021-10-23 12:53:58 -0300
6872;732;-15.0;2021-10-23 12:50:24 -0300
6871;732;-15.0;2021-10-23 12:46:26 -0300
6869;671;-20.0;2021-10-23 11:54:40 -0300
6868;370;-6.0;2021-10-23 11:28:52 -0300
6867;671;-50.0;2021-10-23 11:12:50 -0300
6865;732;-6.0;2021-10-23 10:54:19 -0300
6864;732;-5.0;2021-10-23 10:51:02 -0300
6863;732;-5.0;2021-10-23 10:48:52 -0300
6862;732;-5.0;2021-10-23 10:48:31 -0300
6860;671;-5.0;2021-10-23 10:12:11 -0300
6859;732;-2.0;2021-10-23 01:15:02 -0300
6858;732;-2.0;2021-10-23 01:12:20 -0300
6857;732;-2.0;2021-10-23 01:10:46 -0300
6856;732;-2.0;2021-10-23 01:09:45 -0300
6855;732;-2.0;2021-10-23 01:08:56 -0300
6854;732;-2.0;2021-10-23 01:08:09 -0300
6853;732;-2.0;2021-10-23 01:07:20 -0300
6852;732;-2.0;2021-10-23 01:06:46 -0300
6851;732;-4.0;2021-10-23 01:04:12 -0300
6850;732;-4.0;2021-10-23 01:03:01 -0300
6849;732;-5.0;2021-10-23 01:01:55 -0300
6848;732;-5.0;2021-10-23 00:59:09 -0300
6847;730;-5.0;2021-10-22 23:45:49 -0300
6846;732;-5.0;2021-10-22 21:03:13 -0300
6845;732;-10.0;2021-10-22 21:01:33 -0300
6844;732;-2.0;2021-10-22 18:19:48 -0300
6843;732;-5.0;2021-10-22 17:59:59 -0300
6842;732;-10.0;2021-10-22 15:21:15 -0300
6841;732;-5.0;2021-10-22 14:34:03 -0300
6840;732;-5.0;2021-10-22 13:11:23 -0300
6839;732;-5.0;2021-10-22 12:56:09 -0300
6838;671;-3.0;2021-10-22 12:47:38 -0300
6837;671;-10.0;2021-10-22 12:42:41 -0300
6836;671;-50.0;2021-10-22 12:36:43 -0300
6835;732;-5.0;2021-10-22 11:18:26 -0300
6834;732;-15.0;2021-10-22 10:57:40 -0300
6832;732;-3.0;2021-10-22 10:54:14 -0300
